UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
230728,6040,43.3,56.7,Moderate,Very Large,"6,040+ faculty (extensive resources) | Gender-balanced faculty (43.3% female) | Moderately diverse faculty",0.338,6.8,1.0,5.4,80.8
166683,6000,28.8,71.2,Moderate,Very Large,"6,000+ faculty (extensive resources) | Male-majority faculty (71.2%) | Moderately diverse faculty",0.589,12.6,3.8,4.8,61.4
225423,5978,51.5,48.5,High,Very Large,"5,978+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Highly diverse faculty | Strong 25.5% black faculty representation",0.661,12.1,25.5,11.0,49.6
217156,5961,44.7,55.3,Moderate,Very Large,"5,961+ faculty (extensive resources) | Gender-balanced faculty (44.7% female) | Moderately diverse faculty",0.585,11.9,6.0,5.8,62.2
141574,5925,49.6,50.4,High,Very Large,"5,925+ faculty (extensive resources) | Gender-balanced faculty (49.6% female) | Highly diverse faculty | Strong 32.3% asian faculty representation",0.662,32.3,0.9,2.4,47.2
186131,5904,39.8,60.2,Moderate,Very Large,"5,904+ faculty (extensive resources) | Male-majority faculty (60.2%) | Moderately diverse faculty",0.591,11.8,5.3,6.1,61.4
149222,5883,43.9,56.1,Moderate,Very Large,"5,883+ faculty (extensive resources) | Gender-balanced faculty (43.9% female) | Moderately diverse faculty | Strong 15.6% asian faculty representation",0.467,15.6,4.9,3.5,70.9
176080,5811,45.9,54.1,Moderate,Very Large,"5,811+ faculty (extensive resources) | Gender-balanced faculty (45.9% female) | Moderately diverse faculty",0.435,11.1,5.6,2.3,73.9
122409,5808,50.6,49.4,High,Very Large,"5,808+ faculty (extensive resources) | Gender-balanced faculty (50.6% female) | Highly diverse faculty",0.624,14.0,3.9,14.0,57.6
110671,5766,41.7,58.3,High,Very Large,"5,766+ faculty (extensive resources) | Gender-balanced faculty (41.7% female) | Highly diverse faculty | Strong 22.1% asian faculty representation",0.68,22.1,3.9,10.1,50.3
232423,5738,53.0,47.0,Moderate,Very Large,"5,738+ faculty (extensive resources) | Gender-balanced faculty (53.0% female) | Moderately diverse faculty",0.417,7.3,3.4,3.8,75.6
150136,5680,51.5,48.5,Moderate,Very Large,"5,680+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Moderately diverse faculty",0.346,8.8,3.9,3.4,80.2
139755,5558,30.5,69.5,High,Very Large,"5,558+ faculty (extensive resources) | Male-majority faculty (69.5%) | Highly diverse faculty | Strong 25.7% asian faculty representation",0.612,25.7,3.9,4.1,55.9
131159,5540,51.6,48.4,Moderate,Very Large,"5,540+ faculty (extensive resources) | Gender-balanced faculty (51.6% female) | Moderately diverse faculty",0.443,9.3,10.7,4.6,73.1
228644,5524,49.5,50.5,High,Very Large,"5,524+ faculty (extensive resources) | Gender-balanced faculty (49.5% female) | Highly diverse faculty | Strong 18.3% asian faculty, 19.2% hispanic faculty representation",0.675,18.3,3.7,19.2,49.9
164924,5495,45.8,54.2,Moderate,Very Large,"5,495+ faculty (extensive resources) | Gender-balanced faculty (45.8% female) | Moderately diverse faculty",0.412,11.7,4.7,5.8,75.4
110422,5467,38.7,61.3,Moderate,Very Large,"5,467+ faculty (extensive resources) | Male-majority faculty (61.3%) | Moderately diverse faculty",0.485,9.4,1.9,5.7,70.5
203517,5430,56.4,43.6,Moderate,Very Large,"5,430+ faculty (extensive resources) | Gender-balanced faculty (56.4% female) | Moderately diverse faculty",0.473,5.6,3.3,2.7,71.0
220978,5398,49.9,50.1,Moderate,Very Large,"5,398+ faculty (extensive resources) | Gender-balanced faculty (49.9% female) | Moderately diverse faculty",0.348,8.4,7.3,2.9,79.9
148511,5392,55.7,44.3,Moderate,Very Large,"5,392+ faculty (extensive resources) | Gender-balanced faculty (55.7% female) | Moderately diverse faculty | Strong 24.3% asian faculty representation",0.568,24.3,6.0,5.0,60.5
204857,5366,46.7,53.3,Moderate,Very Large,"5,366+ faculty (extensive resources) | Gender-balanced faculty (46.7% female) | Moderately diverse faculty",0.405,10.2,3.4,4.4,76.2
204024,5365,44.3,55.7,Moderate,Very Large,"5,365+ faculty (extensive resources) | Gender-balanced faculty (44.3% female) | Moderately diverse faculty",0.424,10.4,3.2,4.8,74.9
140951,5348,44.0,56.0,Moderate,Very Large,"5,348+ faculty (extensive resources) | Gender-balanced faculty (44.0% female) | Moderately diverse faculty",0.399,7.9,4.5,3.5,76.8
155399,5337,44.5,55.5,Moderate,Very Large,"5,337+ faculty (extensive resources) | Gender-balanced faculty (44.5% female) | Moderately diverse faculty",0.39,10.7,2.2,2.5,77.2
207342,5311,56.8,43.2,Moderate,Very Large,"5,311+ faculty (extensive resources) | Gender-balanced faculty (56.8% female) | Moderately diverse faculty",0.551,6.9,3.4,1.1,63.2
164076,5302,59.2,40.8,Moderate,Very Large,"5,302+ faculty (extensive resources) | Gender-balanced faculty (59.2% female) | Moderately diverse faculty",0.449,14.0,6.7,3.4,72.5
220862,5298,52.2,47.8,Moderate,Very Large,"5,298+ faculty (extensive resources) | Gender-balanced faculty (52.2% female) | Moderately diverse faculty",0.489,11.0,13.5,3.8,69.2
110608,5294,53.3,46.7,High,Very Large,"5,294+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Highly diverse faculty | Strong 18.0% asian faculty representation",0.663,18.0,5.6,14.0,52.8
184782,5227,52.5,47.5,Moderate,Very Large,"5,227+ faculty (extensive resources) | Gender-balanced faculty (52.5% female) | Moderately diverse faculty",0.475,13.0,6.4,3.9,70.8
182290,5214,47.3,52.7,Moderate,Very Large,"5,214+ faculty (extensive resources) | Gender-balanced faculty (47.3% female) | Moderately diverse faculty",0.472,10.4,2.3,6.5,71.2
228787,5104,36.9,63.1,High,Very Large,"5,104+ faculty (extensive resources) | Male-majority faculty (63.1%) | Highly diverse faculty | Strong 30.2% asian faculty representation",0.63,30.2,2.1,2.4,51.5
139931,5080,52.0,48.0,Moderate,Very Large,"5,080+ faculty (extensive resources) | Gender-balanced faculty (52.0% female) | Moderately diverse faculty",0.43,9.7,7.5,3.8,74.3
232982,5074,50.7,49.3,Moderate,Very Large,"5,074+ faculty (extensive resources) | Gender-balanced faculty (50.7% female) | Moderately diverse faculty",0.577,12.9,7.2,4.2,62.6
199148,5058,57.1,42.9,Moderate,Very Large,"5,058+ faculty (extensive resources) | Gender-balanced faculty (57.1% female) | Moderately diverse faculty",0.483,8.0,9.8,5.0,70.5
145813,5051,54.5,45.5,Moderate,Very Large,"5,051+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty",0.499,8.1,3.1,2.4,69.1
133669,5025,49.5,50.5,Moderate,Very Large,"5,025+ faculty (extensive resources) | Gender-balanced faculty (49.5% female) | Moderately diverse faculty",0.564,11.9,9.7,10.8,63.2
196079,4991,46.7,53.3,Moderate,Very Large,"4,991+ faculty (extensive resources) | Gender-balanced faculty (46.7% female) | Moderately diverse faculty | Strong 16.7% asian faculty representation",0.526,16.7,3.4,4.8,66.0
196307,4981,40.7,59.3,Moderate,Very Large,"4,981+ faculty (extensive resources) | Gender-balanced faculty (40.7% female) | Moderately diverse faculty | Strong 18.1% asian faculty representation",0.496,18.1,2.1,3.0,68.1
159373,4974,51.4,48.6,Moderate,Very Large,"4,974+ faculty (extensive resources) | Gender-balanced faculty (51.4% female) | Moderately diverse faculty",0.478,12.2,8.6,5.2,70.4
127060,4965,50.8,49.2,Moderate,Very Large,"4,965+ faculty (extensive resources) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty",0.523,7.4,3.9,6.5,67.8
110556,4952,51.7,48.3,High,Very Large,"4,952+ faculty (extensive resources) | Gender-balanced faculty (51.7% female) | Highly diverse faculty | Strong 15.9% asian faculty representation",0.642,15.9,3.3,13.9,55.5
122755,4928,53.7,46.3,High,Very Large,"4,928+ faculty (extensive resources) | Gender-balanced faculty (53.7% female) | Highly diverse faculty | Strong 23.9% asian faculty representation",0.694,23.9,3.1,8.4,47.8
228246,4908,46.3,53.7,Moderate,Very Large,"4,908+ faculty (extensive resources) | Gender-balanced faculty (46.3% female) | Moderately diverse faculty",0.482,10.0,7.1,6.3,70.4
102094,4902,52.0,48.0,Moderate,Very Large,"4,902+ faculty (extensive resources) | Gender-balanced faculty (52.0% female) | Moderately diverse faculty",0.35,11.6,5.9,0.6,79.5
433660,4894,46.8,53.2,Moderate,Very Large,"4,894+ faculty (extensive resources) | Gender-balanced faculty (46.8% female) | Moderately diverse faculty",0.446,9.2,4.4,5.4,73.3
144740,4883,48.5,51.5,Moderate,Very Large,"4,883+ faculty (extensive resources) | Gender-balanced faculty (48.5% female) | Moderately diverse faculty",0.555,7.7,7.0,7.3,65.0
216597,4867,48.8,51.2,Moderate,Very Large,"4,867+ faculty (extensive resources) | Gender-balanced faculty (48.8% female) | Moderately diverse faculty",0.385,7.6,4.0,3.6,77.6
237525,4791,44.2,55.8,Moderate,Very Large,"4,791+ faculty (extensive resources) | Gender-balanced faculty (44.2% female) | Moderately diverse faculty",0.376,11.7,3.3,1.9,78.0
229337,4786,54.7,45.3,Moderate,Very Large,"4,786+ faculty (extensive resources) | Gender-balanced faculty (54.7% female) | Moderately diverse faculty | Strong 20.1% asian faculty representation",0.52,20.1,5.6,8.3,65.5
217484,4764,54.4,45.6,Moderate,Very Large,"4,764+ faculty (extensive resources) | Gender-balanced faculty (54.4% female) | Moderately diverse faculty",0.432,12.5,3.2,3.7,74.0
227881,4728,52.5,47.5,Moderate,Very Large,"4,728+ faculty (extensive resources) | Gender-balanced faculty (52.5% female) | Moderately diverse faculty",0.472,9.2,4.9,8.2,71.3
110617,4696,54.7,45.3,High,Very Large,"4,696+ faculty (extensive resources) | Gender-balanced faculty (54.7% female) | Highly diverse faculty",0.622,13.5,4.8,8.1,58.4
142115,4673,51.9,48.1,Moderate,Very Large,"4,673+ faculty (extensive resources) | Gender-balanced faculty (51.9% female) | Moderately diverse faculty",0.334,7.4,0.3,5.2,81.1
227757,4621,38.7,61.3,Moderate,Very Large,"4,621+ faculty (extensive resources) | Male-majority faculty (61.3%) | Moderately diverse faculty",0.577,13.5,4.4,8.9,62.5
247834,4615,57.4,42.6,Moderate,Very Large,"4,615+ faculty (extensive resources) | Gender-balanced faculty (57.4% female) | Moderately diverse faculty",0.439,6.8,7.2,3.4,74.0
110714,4540,49.3,50.7,High,Very Large,"4,540+ faculty (extensive resources) | Gender-balanced faculty (49.3% female) | Highly diverse faculty",0.64,13.3,2.8,12.4,56.4
222992,4536,54.8,45.2,Moderate,Very Large,"4,536+ faculty (extensive resources) | Gender-balanced faculty (54.8% female) | Moderately diverse faculty | Strong 17.3% hispanic faculty representation",0.535,6.2,8.2,17.3,65.1
179159,4525,53.4,46.6,Moderate,Very Large,"4,525+ faculty (extensive resources) | Gender-balanced faculty (53.4% female) | Moderately diverse faculty",0.465,8.5,5.7,4.1,71.9
230737,4513,39.6,60.4,Moderate,Very Large,"4,513+ faculty (extensive resources) | Male-majority faculty (60.4%) | Moderately diverse faculty",0.342,6.0,0.7,3.3,80.7
147703,4499,53.2,46.8,Moderate,Very Large,"4,499+ faculty (extensive resources) | Gender-balanced faculty (53.2% female) | Moderately diverse faculty",0.418,12.8,4.3,3.8,74.9
104717,4460,57.6,42.4,Moderate,Very Large,"4,460+ faculty (extensive resources) | Gender-balanced faculty (57.6% female) | Moderately diverse faculty",0.552,3.9,10.1,7.2,64.7
183044,4454,55.9,44.1,Moderate,Very Large,"4,454+ faculty (extensive resources) | Gender-balanced faculty (55.9% female) | Moderately diverse faculty",0.444,8.5,1.1,3.6,73.4
231174,4452,50.9,49.1,Moderate,Very Large,"4,452+ faculty (extensive resources) | Gender-balanced faculty (50.9% female) | Moderately diverse faculty",0.364,7.0,1.6,4.6,79.2
232557,4449,43.9,56.1,Moderate,Very Large,"4,449+ faculty (extensive resources) | Gender-balanced faculty (43.9% female) | Moderately diverse faculty",0.318,4.0,8.3,3.3,82.0
122597,4443,54.0,46.0,High,Very Large,"4,443+ faculty (extensive resources) | Gender-balanced faculty (54.0% female) | Highly diverse faculty | Strong 24.5% asian faculty representation",0.65,24.5,3.9,7.1,52.9
209807,4436,51.6,48.4,Moderate,Very Large,"4,436+ faculty (extensive resources) | Gender-balanced faculty (51.6% female) | Moderately diverse faculty",0.594,11.3,4.2,8.0,61.3
228875,4413,52.3,47.7,Moderate,Very Large,"4,413+ faculty (extensive resources) | Gender-balanced faculty (52.3% female) | Moderately diverse faculty",0.469,7.7,6.3,7.0,71.8
228796,4390,47.7,52.3,High,Very Large,"4,390+ faculty (extensive resources) | Gender-balanced faculty (47.7% female) | Highly diverse faculty | Strong 41.8% hispanic faculty representation",0.669,10.3,1.6,41.8,37.6
240727,4340,49.1,50.9,Moderate,Very Large,"4,340+ faculty (extensive resources) | Gender-balanced faculty (49.1% female) | Moderately diverse faculty",0.553,4.7,1.1,2.5,61.5
166638,4331,52.3,47.7,Moderate,Very Large,"4,331+ faculty (extensive resources) | Gender-balanced faculty (52.3% female) | Moderately diverse faculty",0.546,14.5,6.4,6.4,65.0
122931,4284,49.9,50.1,High,Very Large,"4,284+ faculty (extensive resources) | Gender-balanced faculty (49.9% female) | Highly diverse faculty | Strong 17.0% asian faculty representation",0.601,17.0,3.3,8.3,59.7
199856,4270,60.2,39.8,Moderate,Very Large,"4,270+ faculty (extensive resources) | Female-majority faculty (60.2%) | Moderately diverse faculty",0.349,3.6,10.2,2.8,79.8
228653,4260,49.7,50.3,High,Very Large,"4,260+ faculty (extensive resources) | Gender-balanced faculty (49.7% female) | Highly diverse faculty | Strong 25.7% asian faculty representation",0.639,25.7,6.3,8.8,53.0
201441,4205,52.9,47.1,Moderate,Very Large,"4,205+ faculty (extensive resources) | Gender-balanced faculty (52.9% female) | Moderately diverse faculty",0.469,8.8,3.1,3.4,71.3
199218,4199,55.7,44.3,Moderate,Very Large,"4,199+ faculty (extensive resources) | Gender-balanced faculty (55.7% female) | Moderately diverse faculty",0.462,3.6,4.7,4.5,72.1
232946,4137,55.0,45.0,Moderate,Very Large,"4,137+ faculty (extensive resources) | Gender-balanced faculty (55.0% female) | Moderately diverse faculty",0.514,13.5,12.7,5.2,67.0
182670,4133,42.2,57.8,Moderate,Very Large,"4,133+ faculty (extensive resources) | Gender-balanced faculty (42.2% female) | Moderately diverse faculty",0.528,10.1,2.9,6.0,67.1
243221,4122,45.5,54.5,Low,Very Large,"4,122+ faculty (extensive resources) | Gender-balanced faculty (45.5% female) | Emerging faculty diversity | Strong 87.8% hispanic faculty representation",0.219,0.8,0.2,87.8,1.3
220075,4109,51.6,48.4,Moderate,Very Large,"4,109+ faculty (extensive resources) | Gender-balanced faculty (51.6% female) | Moderately diverse faculty",0.365,4.8,2.1,1.4,78.9
228802,4106,45.3,54.7,Moderate,Very Large,"4,106+ faculty (extensive resources) | Gender-balanced faculty (45.3% female) | Moderately diverse faculty | Strong 16.9% asian faculty representation",0.545,16.9,5.2,7.2,64.6
231624,4089,47.2,52.8,Moderate,Very Large,"4,089+ faculty (extensive resources) | Gender-balanced faculty (47.2% female) | Moderately diverse faculty",0.52,10.0,6.0,3.7,67.6
117946,4076,53.4,46.6,High,Very Large,"4,076+ faculty (extensive resources) | Gender-balanced faculty (53.4% female) | Highly diverse faculty",0.667,14.9,7.6,9.3,53.4
200280,4074,44.7,55.3,Moderate,Very Large,"4,074+ faculty (extensive resources) | Gender-balanced faculty (44.7% female) | Moderately diverse faculty",0.462,3.8,1.8,0.5,70.8
239105,4070,50.4,49.6,Moderate,Very Large,"4,070+ faculty (extensive resources) | Gender-balanced faculty (50.4% female) | Moderately diverse faculty",0.361,7.4,4.0,4.4,79.2
487320,3934,22.6,77.4,Moderate,Very Large,"3,934+ faculty (extensive resources) | Male-majority faculty (77.4%) | Moderately diverse faculty | Strong 28.3% hispanic faculty representation",0.514,0.7,4.3,28.3,63.5
110592,3920,53.7,46.3,High,Very Large,"3,920+ faculty (extensive resources) | Gender-balanced faculty (53.7% female) | Highly diverse faculty | Strong 22.7% asian faculty, 20.0% hispanic faculty representation",0.736,22.7,6.5,20.0,40.7
409315,3913,42.9,57.1,Moderate,Very Large,"3,913+ faculty (extensive resources) | Gender-balanced faculty (42.9% female) | Moderately diverse faculty | Strong 61.9% hispanic faculty representation",0.561,5.5,1.8,61.9,21.6
169248,3895,45.0,55.0,Moderate,Very Large,"3,895+ faculty (extensive resources) | Gender-balanced faculty (45.0% female) | Moderately diverse faculty",0.36,11.3,2.6,2.5,79.1
202480,3892,45.9,54.1,Moderate,Very Large,"3,892+ faculty (extensive resources) | Gender-balanced faculty (45.9% female) | Moderately diverse faculty",0.427,11.9,4.6,3.5,74.5
188030,3859,50.9,49.1,High,Very Large,"3,859+ faculty (extensive resources) | Gender-balanced faculty (50.9% female) | Highly diverse faculty | Strong 21.8% hispanic faculty representation",0.612,8.6,2.2,21.8,57.3
179566,3859,56.2,43.8,Moderate,Very Large,"3,859+ faculty (extensive resources) | Gender-balanced faculty (56.2% female) | Moderately diverse faculty",0.396,7.8,4.0,3.2,77.0
482680,3855,47.8,52.2,Moderate,Very Large,"3,855+ faculty (extensive resources) | Gender-balanced faculty (47.8% female) | Moderately diverse faculty",0.435,7.4,4.4,4.9,74.1
237011,3838,48.5,51.5,Moderate,Very Large,"3,838+ faculty (extensive resources) | Gender-balanced faculty (48.5% female) | Moderately diverse faculty",0.531,7.2,1.5,5.2,66.9
111948,3828,47.8,52.2,High,Very Large,"3,828+ faculty (extensive resources) | Gender-balanced faculty (47.8% female) | Highly diverse faculty",0.635,10.8,2.7,5.6,55.5
